pos	tag	func	message	source_line	has_trace	model	class_key	class_id	verdict
bucket.go:892:4	nil-deref	(*go.etcd.io/bbolt.Bucket).node	nil dereference in (*go.etcd.io/bbolt.Bucket).node	 b.tx.stats.IncNodeCount(1)	1	p0 = ptr-nil, p2 = (ptr-addr #x0000000000000000)	nil-deref|I.I.I.I(N)	C078	FP/invariant
bucket.go:892:25	nil-deref	(*go.etcd.io/bbolt.Bucket).node	call to (*go.etcd.io/bbolt.TxStats).IncNodeCount violates its nil-deref requirement	 b.tx.stats.IncNodeCount(1)	1	p2 = (ptr-addr #x0000000000000000)	nil-deref|I.I.I.I(N)	C078	FP/invariant
bucket.go:116:23	nil-deref	(*go.etcd.io/bbolt.Bucket).openBucket	call to go.etcd.io/bbolt.newBucket violates its nil-deref requirement	 var child = newBucket(b.tx)	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I I = I(I.I)	C338	FP/invariant
bucket.go:123:44	bounds	(*go.etcd.io/bbolt.Bucket).openBucket	index/slice out of bounds in (*go.etcd.io/bbolt.Bucket).openBucket	 unaligned := uintptr(unsafe.Pointer(&value[0]))&unalignedMask != 0	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x8000000000000002 #xc000000000000000)	bounds|I := I(I.I(&I[N]))&I != N	C407	FP/invariant
bucket.go:138:19	nil-deref	(*go.etcd.io/bbolt.Bucket).openBucket	call to (*go.etcd.io/bbolt/internal/common.InBucket).RootPage violates its nil-deref requirement	 if child.RootPage() == 0 {	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I I.I() == N {	C022a	FP/encoding
bucket.go:930:5	nil-deref	(*go.etcd.io/bbolt.Bucket).pageNode	nil dereference in (*go.etcd.io/bbolt.Bucket).pageNode	 if b.RootPage() == 0 {	1	p0 = ptr-nil, p1 = #x0000000000000001	nil-deref|I I.I() == N {	C022b	FP/invariant
bucket.go:930:15	nil-deref	(*go.etcd.io/bbolt.Bucket).pageNode	call to (*go.etcd.io/bbolt/internal/common.InBucket).RootPage violates its nil-deref requirement	 if b.RootPage() == 0 {	1	p1 = #x0000000000000001	nil-deref|I I.I() == N {	C022b	FP/invariant
bucket.go:934:8	nil-deref	(*go.etcd.io/bbolt.Bucket).pageNode	nil dereference in (*go.etcd.io/bbolt.Bucket).pageNode	  if b.rootNode != nil {	1	p0 = ptr-nil, p1 = #x0000000000000000	nil-deref|I I.I != I {	C015a	FP/encoding
bucket.go:935:18	nil-deref	(*go.etcd.io/bbolt.Bucket).pageNode	nil dereference in (*go.etcd.io/bbolt.Bucket).pageNode	   return nil, b.rootNode	1	p0 = ptr-nil, p1 = #x0000000000000000	nil-deref|I I, I.I	C326	FP/encoding
bucket.go:937:12	nil-deref	(*go.etcd.io/bbolt.Bucket).pageNode	nil dereference in (*go.etcd.io/bbolt.Bucket).pageNode	  return b.page, nil	1	p0 = ptr-nil, p1 = #x0000000000000000	nil-deref|I I.I, I	C322	FP/encoding
bucket.go:941:7	nil-deref	(*go.etcd.io/bbolt.Bucket).pageNode	nil dereference in (*go.etcd.io/bbolt.Bucket).pageNode	 if b.nodes != nil {	1	p0 = ptr-nil, p1 = #x0000000000000001	nil-deref|I I.I != I {	C015a	FP/encoding
bucket.go:942:13	nil-deref	(*go.etcd.io/bbolt.Bucket).pageNode	nil dereference in (*go.etcd.io/bbolt.Bucket).pageNode	  if n := b.nodes[id]; n != nil {	1	p0 = ptr-nil, p1 = #x0000000000000001	nil-deref|I I := I.I[I]; I != I {	C186	FP/encoding
bucket.go:948:11	nil-deref	(*go.etcd.io/bbolt.Bucket).pageNode	nil dereference in (*go.etcd.io/bbolt.Bucket).pageNode	 return b.tx.page(id), nil	1	p0 = ptr-nil, p1 = #x0000000000000001	nil-deref|I I.I.I(I), I	C315	FP/invariant
bucket.go:851:14	nil-deref	(*go.etcd.io/bbolt.Bucket).rebalance	call to (*go.etcd.io/bbolt.node).rebalance violates its nil-deref requirement	  n.rebalance()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I()	C020	FP/invariant
bucket.go:854:18	nil-deref	(*go.etcd.io/bbolt.Bucket).rebalance	call to (*go.etcd.io/bbolt.Bucket).rebalance violates its nil-deref requirement	  child.rebalance()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I()	C020	FP/invariant
bucket.go:418:45	nil-deref	(*go.etcd.io/bbolt.Bucket).recursivelyInspect	call to (*go.etcd.io/bbolt.Bucket).recursivelyInspect violates its nil-deref requirement	   childBS := childBucket.recursivelyInspect(k)	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x143181ac00000100 #x143181ac80000000)	nil-deref|I := I.I(I)	C383	FP/requires-lifting
bucket.go:749:22	nil-deref	(*go.etcd.io/bbolt.Bucket).spill	call to (*go.etcd.io/bbolt.Bucket).inlineable violates its nil-deref requirement	  if child.inlineable() {	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I.I() {	C008b	FP/invariant
bucket.go:751:23	nil-deref	(*go.etcd.io/bbolt.Bucket).spill	call to (*go.etcd.io/bbolt.Bucket).write violates its nil-deref requirement	   value = child.write()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I = I.I()	C039a	FP/requires-lifting
bucket.go:753:25	nil-deref	(*go.etcd.io/bbolt.Bucket).spill	call to (*go.etcd.io/bbolt.Bucket).spill violates its nil-deref requirement	   if err := child.spill(); err != nil {	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I := I.I(); I != I {	C009a	FP/invariant
bucket.go:786:28	nil-deref	(*go.etcd.io/bbolt.Bucket).spill	call to (*go.etcd.io/bbolt.node).spill violates its nil-deref requirement	 if err := b.rootNode.spill(); err != nil {	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I := I.I.I(); I != I {	C026a	FP/encoding
bucket.go:789:30	nil-deref	(*go.etcd.io/bbolt.Bucket).spill	call to (*go.etcd.io/bbolt.node).root violates its nil-deref requirement	 b.rootNode = b.rootNode.root()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I = I.I.I()	C143a	FP/invariant
bucket.go:792:38	nil-deref	(*go.etcd.io/bbolt.Bucket).spill	call to (*go.etcd.io/bbolt/internal/common.Meta).Pgid violates its nil-deref requirement	 if b.rootNode.pgid >= b.tx.meta.Pgid() {	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I.I.I >= I.I.I.I() {	C319	FP/invariant
bucket.go:793:92	nil-deref	(*go.etcd.io/bbolt.Bucket).spill	call to (*go.etcd.io/bbolt/internal/common.Meta).Pgid violates its nil-deref requirement	  panic(fmt.Sprintf("pgid (%d) above high water mark (%d)", b.rootNode.pgid, b.tx.meta.Pgid()))	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I(I.I(S, I.I.I, I.I.I.I()))	C235	FP/invariant
bucket.go:795:15	nil-deref	(*go.etcd.io/bbolt.Bucket).spill	call to (*go.etcd.io/bbolt/internal/common.InBucket).SetRootPage violates its nil-deref requirement	 b.SetRootPage(b.rootNode.pgid)	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I(I.I.I)	C259	FP/invariant
bucket.go:835:57	nil-deref	(*go.etcd.io/bbolt.Bucket).write	call to (*go.etcd.io/bbolt.node).size violates its nil-deref requirement	 var value = make([]byte, common.BucketHeaderSize+n.size())	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I = I([]I, I.I+I.I())	C341	FP/requires-lifting
bucket.go:843:9	nil-deref	(*go.etcd.io/bbolt.Bucket).write	call to (*go.etcd.io/bbolt.node).write violates its nil-deref requirement	 n.write(p)	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I(I)	C002a	FP/invariant
bucket.go:843:9	nil-deref	(*go.etcd.io/bbolt.Bucket).write	call to (*go.etcd.io/bbolt.node).write violates its nil-deref requirement	 n.write(p)	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I(I)	C002a	FP/invariant
cursor.go:143:30	nil-deref	(*go.etcd.io/bbolt.Cursor).Delete	call to (*go.etcd.io/bbolt.Bucket).Writable violates its nil-deref requirement	 } else if !c.bucket.Writable() {	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|} I I !I.I.I() {	C398	FP/encoding
cursor.go:36:18	nil-deref	(*go.etcd.io/bbolt.Cursor).First	nil dereference in (*go.etcd.io/bbolt.Cursor).First	 common.Assert(c.bucket.tx.db != nil, "tx closed")	1	p0 = ptr-nil	nil-deref|I.I(I.I.I.I != I, S)	C119	FP/invariant
cursor.go:69:45	nil-deref	(*go.etcd.io/bbolt.Cursor).Last	call to (*go.etcd.io/bbolt/internal/common.InBucket).RootPage violates its nil-deref requirement	 p, n := c.bucket.pageNode(c.bucket.RootPage())	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I, I := I.I.I(I.I.I())	C049a	FP/invariant
cursor.go:71:23	nil-deref	(*go.etcd.io/bbolt.Cursor).Last	call to (*go.etcd.io/bbolt.elemRef).count violates its nil-deref requirement	 ref.index = ref.count() - 1	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I = I.I() - N	C141	FP/invariant
cursor.go:77:55	nil-deref	(*go.etcd.io/bbolt.Cursor).Last	call to (*go.etcd.io/bbolt.elemRef).count violates its nil-deref requirement	 for len(c.stack) > 1 && c.stack[len(c.stack)-1].count() == 0 {	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I(I.I) > N && I.I[I(I.I)-N].I() == N {	C302	FP/invariant
cursor.go:96:18	nil-deref	(*go.etcd.io/bbolt.Cursor).Next	nil dereference in (*go.etcd.io/bbolt.Cursor).Next	 common.Assert(c.bucket.tx.db != nil, "tx closed")	1	p0 = ptr-nil	nil-deref|I.I(I.I.I.I != I, S)	C119	FP/invariant
cursor.go:126:60	nil-deref	(*go.etcd.io/bbolt.Cursor).Seek	call to (*go.etcd.io/bbolt.elemRef).count violates its nil-deref requirement	 if ref := &c.stack[len(c.stack)-1]; ref.index >= ref.count() {	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x0000000000000002 #x4000000000000000)	nil-deref|I I := &I.I[I(I.I)-N]; I.I >= I.I() {	C363	FP/encoding
cursor.go:45:4	nil-deref	(*go.etcd.io/bbolt.Cursor).first	nil dereference in (*go.etcd.io/bbolt.Cursor).first	 c.stack = c.stack[:0]	1	p0 = ptr-nil	nil-deref|I.I = I.I[:N]	C048	FP/invariant
cursor.go:45:14	nil-deref	(*go.etcd.io/bbolt.Cursor).first	nil dereference in (*go.etcd.io/bbolt.Cursor).first	 c.stack = c.stack[:0]	1	p0 = ptr-nil	nil-deref|I.I = I.I[:N]	C048	FP/invariant
cursor.go:46:12	nil-deref	(*go.etcd.io/bbolt.Cursor).first	nil dereference in (*go.etcd.io/bbolt.Cursor).first	 p, n := c.bucket.pageNode(c.bucket.RootPage())	1	p0 = ptr-nil	nil-deref|I, I := I.I.I(I.I.I())	C049a	FP/invariant
cursor.go:46:30	nil-deref	(*go.etcd.io/bbolt.Cursor).first	nil dereference in (*go.etcd.io/bbolt.Cursor).first	 p, n := c.bucket.pageNode(c.bucket.RootPage())	1	p0 = ptr-nil	nil-deref|I, I := I.I.I(I.I.I())	C049b	TP
cursor.go:46:45	nil-deref	(*go.etcd.io/bbolt.Cursor).first	call to (*go.etcd.io/bbolt/internal/common.InBucket).RootPage violates its nil-deref requirement	 p, n := c.bucket.pageNode(c.bucket.RootPage())	1		nil-deref|I, I := I.I.I(I.I.I())	C049b	TP
cursor.go:47:4	nil-deref	(*go.etcd.io/bbolt.Cursor).first	nil dereference in (*go.etcd.io/bbolt.Cursor).first	 c.stack = append(c.stack, elemRef{page: p, node: n, index: 0})	1	p0 = ptr-nil	nil-deref|I.I = I(I.I, I{I: I, I: I, I: N})	C046	FP/invariant
cursor.go:47:21	nil-deref	(*go.etcd.io/bbolt.Cursor).first	nil dereference in (*go.etcd.io/bbolt.Cursor).first	 c.stack = append(c.stack, elemRef{page: p, node: n, index: 0})	1	p0 = ptr-nil	nil-deref|I.I = I(I.I, I{I: I, I: I, I: N})	C046	FP/invariant
cursor.go:52:7	nil-deref	(*go.etcd.io/bbolt.Cursor).first	nil dereference in (*go.etcd.io/bbolt.Cursor).first	 if c.stack[len(c.stack)-1].count() == 0 {	1	p0 = ptr-nil	nil-deref|I I.I[I(I.I)-N].I() == N {	C032	FP/invariant
cursor.go:52:19	nil-deref	(*go.etcd.io/bbolt.Cursor).first	nil dereference in (*go.etcd.io/bbolt.Cursor).first	 if c.stack[len(c.stack)-1].count() == 0 {	1	p0 = ptr-nil	nil-deref|I I.I[I(I.I)-N].I() == N {	C032	FP/invariant
cursor.go:52:34	nil-deref	(*go.etcd.io/bbolt.Cursor).first	call to (*go.etcd.io/bbolt.elemRef).count violates its nil-deref requirement	 if c.stack[len(c.stack)-1].count() == 0 {	1		nil-deref|I I.I[I(I.I)-N].I() == N {	C032	FP/invariant
cursor.go:56:27	nil-deref	(*go.etcd.io/bbolt.Cursor).first	call to (*go.etcd.io/bbolt.Cursor).keyValue violates its nil-deref requirement	 k, v, flags := c.keyValue()	1	p0 = ptr-nil	nil-deref|I, I, I := I.I()	C295	FP/invariant
cursor.go:172:16	nil-deref	(*go.etcd.io/bbolt.Cursor).goToFirstElementOnTheStack	nil dereference in (*go.etcd.io/bbolt.Cursor).goToFirstElementOnTheStack	  var ref = &c.stack[len(c.stack)-1]	1	p0 = ptr-nil	nil-deref|I I = &I.I[I(I.I)-N]	C181	FP/requires-lifting
cursor.go:172:28	nil-deref	(*go.etcd.io/bbolt.Cursor).goToFirstElementOnTheStack	nil dereference in (*go.etcd.io/bbolt.Cursor).goToFirstElementOnTheStack	  var ref = &c.stack[len(c.stack)-1]	1	p0 = ptr-nil	nil-deref|I I = &I.I[I(I.I)-N]	C181	FP/requires-lifting
cursor.go:173:16	nil-deref	(*go.etcd.io/bbolt.Cursor).goToFirstElementOnTheStack	call to (*go.etcd.io/bbolt.elemRef).isLeaf violates its nil-deref requirement	  if ref.isLeaf() {	1		nil-deref|I I.I() {	C008b	FP/invariant
cursor.go:180:42	nil-deref	(*go.etcd.io/bbolt.Cursor).goToFirstElementOnTheStack	call to (*go.etcd.io/bbolt/internal/common.Inode).Pgid violates its nil-deref requirement	   pgId = ref.node.inodes[ref.index].Pgid()	1		nil-deref|I = I.I.I[I.I].I()	C194	FP/encoding
cursor.go:182:61	nil-deref	(*go.etcd.io/bbolt.Cursor).goToFirstElementOnTheStack	call to (*go.etcd.io/bbolt/internal/common.branchPageElement).Pgid violates its nil-deref requirement	   pgId = ref.page.BranchPageElement(uint16(ref.index)).Pgid()	1		nil-deref|I = I.I.I(I(I.I)).I()	C195	FP/invariant
cursor.go:184:13	nil-deref	(*go.etcd.io/bbolt.Cursor).goToFirstElementOnTheStack	nil dereference in (*go.etcd.io/bbolt.Cursor).goToFirstElementOnTheStack	  p, n := c.bucket.pageNode(pgId)	1	p0 = ptr-nil	nil-deref|I, I := I.I.I(I)	C151	FP/invariant
cursor.go:185:5	nil-deref	(*go.etcd.io/bbolt.Cursor).goToFirstElementOnTheStack	nil dereference in (*go.etcd.io/bbolt.Cursor).goToFirstElementOnTheStack	  c.stack = append(c.stack, elemRef{page: p, node: n, index: 0})	1	p0 = ptr-nil	nil-deref|I.I = I(I.I, I{I: I, I: I, I: N})	C046	FP/invariant
cursor.go:185:22	nil-deref	(*go.etcd.io/bbolt.Cursor).goToFirstElementOnTheStack	nil dereference in (*go.etcd.io/bbolt.Cursor).goToFirstElementOnTheStack	  c.stack = append(c.stack, elemRef{page: p, node: n, index: 0})	1	p0 = ptr-nil	nil-deref|I.I = I(I.I, I{I: I, I: I, I: N})	C046	FP/invariant
cursor.go:374:14	nil-deref	(*go.etcd.io/bbolt.Cursor).keyValue	call to (*go.etcd.io/bbolt.elemRef).count violates its nil-deref requirement	 if ref.count() == 0 || ref.index >= ref.count() {	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I.I() == N || I.I >= I.I() {	C166	FP/invariant
cursor.go:374:47	nil-deref	(*go.etcd.io/bbolt.Cursor).keyValue	call to (*go.etcd.io/bbolt.elemRef).count violates its nil-deref requirement	 if ref.count() == 0 || ref.index >= ref.count() {	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I.I() == N || I.I >= I.I() {	C166	FP/invariant
cursor.go:381:19	nil-deref	(*go.etcd.io/bbolt.Cursor).keyValue	call to (*go.etcd.io/bbolt/internal/common.Inode).Key violates its nil-deref requirement	  return inode.Key(), inode.Value(), inode.Flags()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I.I(), I.I(), I.I()	C033	FP/encoding
cursor.go:381:34	nil-deref	(*go.etcd.io/bbolt.Cursor).keyValue	call to (*go.etcd.io/bbolt/internal/common.Inode).Value violates its nil-deref requirement	  return inode.Key(), inode.Value(), inode.Flags()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I.I(), I.I(), I.I()	C033	FP/encoding
cursor.go:381:49	nil-deref	(*go.etcd.io/bbolt.Cursor).keyValue	call to (*go.etcd.io/bbolt/internal/common.Inode).Flags violates its nil-deref requirement	  return inode.Key(), inode.Value(), inode.Flags()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I.I(), I.I(), I.I()	C033	FP/encoding
cursor.go:386:17	nil-deref	(*go.etcd.io/bbolt.Cursor).keyValue	call to (*go.etcd.io/bbolt/internal/common.leafPageElement).Key violates its nil-deref requirement	 return elem.Key(), elem.Value(), elem.Flags()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I.I(), I.I(), I.I()	C033	FP/encoding
cursor.go:386:31	nil-deref	(*go.etcd.io/bbolt.Cursor).keyValue	call to (*go.etcd.io/bbolt/internal/common.leafPageElement).Value violates its nil-deref requirement	 return elem.Key(), elem.Value(), elem.Flags()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I.I(), I.I(), I.I()	C033	FP/encoding
cursor.go:386:45	nil-deref	(*go.etcd.io/bbolt.Cursor).keyValue	call to (*go.etcd.io/bbolt/internal/common.leafPageElement).Flags violates its nil-deref requirement	 return elem.Key(), elem.Value(), elem.Flags()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I.I(), I.I(), I.I()	C033	FP/encoding
cursor.go:194:16	nil-deref	(*go.etcd.io/bbolt.Cursor).last	call to (*go.etcd.io/bbolt.elemRef).isLeaf violates its nil-deref requirement	  if ref.isLeaf() {	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I.I() {	C008b	FP/invariant
cursor.go:201:42	nil-deref	(*go.etcd.io/bbolt.Cursor).last	call to (*go.etcd.io/bbolt/internal/common.Inode).Pgid violates its nil-deref requirement	   pgId = ref.node.inodes[ref.index].Pgid()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I = I.I.I[I.I].I()	C194	FP/encoding
cursor.go:203:61	nil-deref	(*go.etcd.io/bbolt.Cursor).last	call to (*go.etcd.io/bbolt/internal/common.branchPageElement).Pgid violates its nil-deref requirement	   pgId = ref.page.BranchPageElement(uint16(ref.index)).Pgid()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I = I.I.I(I(I.I)).I()	C195	FP/invariant
cursor.go:208:32	nil-deref	(*go.etcd.io/bbolt.Cursor).last	call to (*go.etcd.io/bbolt.elemRef).count violates its nil-deref requirement	  nextRef.index = nextRef.count() - 1	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I = I.I() - N	C141	FP/invariant
cursor.go:220:17	nil-deref	(*go.etcd.io/bbolt.Cursor).next	nil dereference in (*go.etcd.io/bbolt.Cursor).next	  for i = len(c.stack) - 1; i >= 0; i-- {	1	p0 = ptr-nil	nil-deref|I I = I(I.I) - N; I >= N; I-- {	C337	FP/invariant
cursor.go:221:15	nil-deref	(*go.etcd.io/bbolt.Cursor).next	nil dereference in (*go.etcd.io/bbolt.Cursor).next	   elem := &c.stack[i]	1	p0 = ptr-nil	nil-deref|I := &I.I[I]	C392	FP/invariant
cursor.go:222:30	nil-deref	(*go.etcd.io/bbolt.Cursor).next	call to (*go.etcd.io/bbolt.elemRef).count violates its nil-deref requirement	   if elem.index < elem.count()-1 {	1		nil-deref|I I.I < I.I()-N {	C324	FP/invariant
cursor.go:236:5	nil-deref	(*go.etcd.io/bbolt.Cursor).next	nil dereference in (*go.etcd.io/bbolt.Cursor).next	  c.stack = c.stack[:i+1]	1	p0 = ptr-nil	nil-deref|I.I = I.I[:I+N]	C139	FP/encoding
cursor.go:236:15	nil-deref	(*go.etcd.io/bbolt.Cursor).next	nil dereference in (*go.etcd.io/bbolt.Cursor).next	  c.stack = c.stack[:i+1]	1	p0 = ptr-nil	nil-deref|I.I = I.I[:I+N]	C139	FP/encoding
cursor.go:241:8	nil-deref	(*go.etcd.io/bbolt.Cursor).next	nil dereference in (*go.etcd.io/bbolt.Cursor).next	  if c.stack[len(c.stack)-1].count() == 0 {	1	p0 = ptr-nil	nil-deref|I I.I[I(I.I)-N].I() == N {	C032	FP/invariant
cursor.go:241:20	nil-deref	(*go.etcd.io/bbolt.Cursor).next	nil dereference in (*go.etcd.io/bbolt.Cursor).next	  if c.stack[len(c.stack)-1].count() == 0 {	1	p0 = ptr-nil	nil-deref|I I.I[I(I.I)-N].I() == N {	C032	FP/invariant
cursor.go:241:35	nil-deref	(*go.etcd.io/bbolt.Cursor).next	call to (*go.etcd.io/bbolt.elemRef).count violates its nil-deref requirement	  if c.stack[len(c.stack)-1].count() == 0 {	1		nil-deref|I I.I[I(I.I)-N].I() == N {	C032	FP/invariant
cursor.go:245:20	nil-deref	(*go.etcd.io/bbolt.Cursor).next	call to (*go.etcd.io/bbolt.Cursor).keyValue violates its nil-deref requirement	  return c.keyValue()	1	p0 = ptr-nil	nil-deref|I I.I()	C036b	FP/invariant
cursor.go:391:22	nil-deref	(*go.etcd.io/bbolt.Cursor).node	nil dereference in (*go.etcd.io/bbolt.Cursor).node	 common.Assert(len(c.stack) > 0, "accessing a node with a zero-length cursor stack")	1	p0 = ptr-nil	nil-deref|I.I(I(I.I) > N, S)	C111	FP/invariant
cursor.go:394:15	nil-deref	(*go.etcd.io/bbolt.Cursor).node	nil dereference in (*go.etcd.io/bbolt.Cursor).node	 if ref := &c.stack[len(c.stack)-1]; ref.node != nil && ref.isLeaf() {	1	p0 = ptr-nil	nil-deref|I I := &I.I[I(I.I)-N]; I.I != I && I.I() {	C096	FP/encoding
cursor.go:394:27	nil-deref	(*go.etcd.io/bbolt.Cursor).node	nil dereference in (*go.etcd.io/bbolt.Cursor).node	 if ref := &c.stack[len(c.stack)-1]; ref.node != nil && ref.isLeaf() {	1	p0 = ptr-nil	nil-deref|I I := &I.I[I(I.I)-N]; I.I != I && I.I() {	C096	FP/encoding
cursor.go:394:67	nil-deref	(*go.etcd.io/bbolt.Cursor).node	call to (*go.etcd.io/bbolt.elemRef).isLeaf violates its nil-deref requirement	 if ref := &c.stack[len(c.stack)-1]; ref.node != nil && ref.isLeaf() {	1		nil-deref|I I := &I.I[I(I.I)-N]; I.I != I && I.I() {	C096	FP/encoding
cursor.go:399:12	nil-deref	(*go.etcd.io/bbolt.Cursor).node	nil dereference in (*go.etcd.io/bbolt.Cursor).node	 var n = c.stack[0].node	1	p0 = ptr-nil	nil-deref|I I = I.I[N].I	C343	FP/invariant
cursor.go:401:9	nil-deref	(*go.etcd.io/bbolt.Cursor).node	nil dereference in (*go.etcd.io/bbolt.Cursor).node	  n = c.bucket.node(c.stack[0].page.Id(), nil)	1	p0 = ptr-nil	nil-deref|I = I.I.I(I.I[N].I.I(), I)	C098	FP/invariant
cursor.go:401:23	nil-deref	(*go.etcd.io/bbolt.Cursor).node	nil dereference in (*go.etcd.io/bbolt.Cursor).node	  n = c.bucket.node(c.stack[0].page.Id(), nil)	1	p0 = ptr-nil	nil-deref|I = I.I.I(I.I[N].I.I(), I)	C098	FP/invariant
cursor.go:401:39	nil-deref	(*go.etcd.io/bbolt.Cursor).node	call to (*go.etcd.io/bbolt/internal/common.Page).Id violates its nil-deref requirement	  n = c.bucket.node(c.stack[0].page.Id(), nil)	1		nil-deref|I = I.I.I(I.I[N].I.I(), I)	C098	FP/invariant
